"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0098907",1,0.382649583118086,0,3,"regulation of SA node cell action potential","BP"
"GO:0098908",1,0.430316165100313,0,3,"regulation of neuronal action potential","BP"
"GO:0098910",1,0.382999584393465,0,3,"regulation of atrial cardiac muscle cell action potential","BP"
"GO:0098912",1,0.279899991995078,0,3,"membrane depolarization during atrial cardiac muscle cell action potential","BP"
"GO:0098937",1,0.600373293793598,0,2,"anterograde dendritic transport","BP"
"GO:0098964",1,0.383772677953346,0,3,"anterograde dendritic transport of messenger ribonucleoprotein complex","BP"
"GO:0098967",1,0.551899729160504,0,2,"exocytic insertion of neurotransmitter receptor to postsynaptic membrane","BP"
"GO:0098977",1,0.620372958482745,0,2,"inhibitory chemical synaptic transmission","BP"
"GO:0099039",1,0.546887650656487,0,2,"sphingolipid translocation","BP"
"GO:0099050",1,0.527368352707862,0,2,"vesicle scission","BP"
"GO:0099068",1,0.590254337284903,0,2,"postsynapse assembly","BP"
"GO:0099084",1,0.598194182804657,0,2,"postsynaptic specialization organization","BP"
"GO:0099111",1,0.556409492920393,0,2,"microtubule-based transport","BP"
"GO:0099140",1,0.210596263032742,0,5,"presynaptic actin cytoskeleton organization","BP"
"GO:0099150",1,0.307128654988357,0,4,"regulation of postsynaptic specialization assembly","BP"
"GO:0099152",1,0.544135276753143,0,2,"regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane","BP"
"GO:0099172",1,0.543086693490178,0,2,"presynapse organization","BP"
"GO:0099178",1,0.46155768348276,0,3,"regulation of retrograde trans-synaptic signaling by endocanabinoid","BP"
"GO:0099183",1,0.515869013284329,0,2,"trans-synaptic signaling by BDNF, modulating synaptic transmission","BP"
"GO:0099188",1,0.527172874841205,0,2,"postsynaptic cytoskeleton organization","BP"
"GO:0099518",1,0.547485977681542,0,2,"vesicle cytoskeletal trafficking","BP"
"GO:0099519",1,0.26462916908128,0,4,"dense core granule cytoskeletal transport","BP"
"GO:0099538",1,0.206937450517168,0,6,"synaptic signaling via neuropeptide","BP"
"GO:0099550",1,0.327992602225309,0,4,"trans-synaptic signaling, modulating synaptic transmission","BP"
"GO:0099553",1,0.453783315890129,0,3,"trans-synaptic signaling by endocannabinoid, modulating synaptic transmission","BP"
"GO:0099563",1,0.493154598797055,0,2,"modification of synaptic structure","BP"
"GO:0099565",1,0.407829986918976,0,3,"chemical synaptic transmission, postsynaptic","BP"
"GO:0099578",1,0.417108882866505,0,3,"regulation of translation at postsynapse, modulating synaptic transmission","BP"
"GO:0099590",1,0.453552430897705,0,3,"neurotransmitter receptor internalization","BP"
"GO:0099601",1,0.442692201586031,0,3,"regulation of neurotransmitter receptor activity","BP"
"GO:0099610",1,0.622329540310164,0,2,"action potential initiation","BP"
"GO:0101023",1,0.572018191877641,0,2,"vascular endothelial cell proliferation","BP"
"GO:0101030",1,0.601832956401653,0,2,"tRNA-guanine transglycosylation","BP"
"GO:0106001",1,0.555151351483168,0,2,"intestinal hexose absorption","BP"
"GO:0106004",1,0.583596179146446,0,2,"tRNA (guanine-N7)-methylation","BP"
"GO:0106005",1,0.597233295871424,0,2,"RNA 5'-cap (guanine-N7)-methylation","BP"
"GO:0106028",1,0.536067429485942,0,2,"neuron projection retraction","BP"
"GO:0106071",1,0.234631927707043,0,5,"positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP"
"GO:0106091",1,0.408380987278409,0,3,"glial cell projection elongation","BP"
"GO:0106230",1,0.596207802811719,0,2,"protein depropionylation","BP"
"GO:0106300",1,0.0735510361652465,0,9,"protein-DNA covalent cross-linking repair","BP"
"GO:0106402",1,0.55712616556666,0,2,"Lewis x epitope biosynthetic process","BP"
"GO:0110031",1,0.408162686454675,0,3,"negative regulation of G2/MI transition of meiotic cell cycle","BP"
"GO:0110032",1,0.395964321167017,0,3,"positive regulation of G2/MI transition of meiotic cell cycle","BP"
"GO:0110051",1,0.551034760317363,0,2,"metabolite repair","BP"
"GO:0110061",1,0.564859907505331,0,2,"regulation of angiotensin-activated signaling pathway","BP"
"GO:0110088",1,0.329597907197532,0,4,"hippocampal neuron apoptotic process","BP"
"GO:0110095",1,0.216161571465942,0,6,"cellular detoxification of aldehyde","BP"
"GO:0110099",1,0.479099122421993,0,3,"negative regulation of calcium import into the mitochondrion","BP"
"GO:0110104",1,0.300312220396304,0,4,"mRNA alternative polyadenylation","BP"
"GO:0110155",1,0.398667636170126,0,3,"NAD-cap decapping","BP"
"GO:0110156",1,0.459505570021327,0,3,"mRNA methylguanosine-cap decapping","BP"
"GO:0120049",1,0.550245203877635,0,2,"snRNA (adenine-N6)-methylation","BP"
"GO:0120154",1,0.591494686662181,0,2,"negative regulation of ERBB4 signaling pathway","BP"
"GO:0120181",1,0.546448992023791,0,2,"focal adhesion disassembly","BP"
"GO:0120183",1,0.15067421716977,0,6,"positive regulation of focal adhesion disassembly","BP"
"GO:0120188",1,0.562897775547366,0,2,"regulation of bile acid secretion","BP"
"GO:0120192",1,0.120920412191409,0,7,"tight junction assembly","BP"
"GO:0120222",1,0.301452889181785,0,4,"regulation of blastocyst development","BP"
"GO:0120223",1,0.553952896895667,0,2,"larynx morphogenesis","BP"
"GO:0120302",1,0.615792765422358,0,2,"background adaptation","BP"
"GO:0120317",1,0.349949131580789,0,4,"sperm mitochondrial sheath assembly","BP"
"GO:0140009",1,0.166329066157847,0,6,"L-aspartate import across plasma membrane","BP"
"GO:0140013",1,0.411114669108058,0,3,"meiotic nuclear division","BP"
"GO:0140141",1,0.30385752273629,0,4,"mitochondrial potassium ion transmembrane transport","BP"
"GO:0140227",1,0.430616795670806,0,3,"serotonin-gated cation-selective signaling pathway","BP"
"GO:0140236",1,0.647865631680806,0,2,"translation at presynapse","BP"
"GO:0140245",1,0.431564562766339,0,3,"regulation of translation at postsynapse","BP"
"GO:0140249",1,0.400632314553457,0,3,"protein catabolic process at postsynapse","BP"
"GO:0140273",1,0.564815601473709,0,2,"repair of mitotic kinetochore microtubule attachment defect","BP"
"GO:0140353",1,0.543368417628966,0,2,"lipid export from cell","BP"
"GO:0140448",1,0.424542705419897,0,3,"signaling receptor ligand precursor processing","BP"
"GO:0140469",1,0.299770281603894,0,4,"GCN2-mediated signaling","BP"
"GO:0140499",1,0.561590357790708,0,2,"negative regulation of mitotic spindle assembly checkpoint signaling","BP"
"GO:0140576",1,0.428258737745126,0,3,"ascorbate homeostasis","BP"
"GO:0140650",1,0.415088255727946,0,3,"radial glia-guided pyramidal neuron migration","BP"
"GO:0140706",1,0.51482561586209,0,2,"protein-containing complex localization to centriolar satellite","BP"
"GO:0140719",1,0.298362643599449,0,4,"constitutive heterochromatin formation","BP"
"GO:0140889",1,0.405243127281693,0,3,"DNA replication-dependent chromatin disassembly","BP"
"GO:0140965",1,0.555517081328687,0,2,"secondary piRNA processing","BP"
"GO:0140970",1,0.602136068031689,0,2,"AIM2 inflammasome complex assembly","BP"
"GO:0141006",1,0.229684824091136,0,5,"transposable element silencing by piRNA-mediated heterochromatin formation","BP"
"GO:0141068",1,0.245977168364666,0,5,"autosome genomic imprinting","BP"
"GO:0141119",1,0.527641601162958,0,2,"chromosomal DNA methylation maintenance following DNA replication","BP"
"GO:0141137",1,0.429892132233524,0,3,"positive regulation of gene expression, epigenetic","BP"
"GO:0141164",1,0.476967309604795,0,3,"mitochondrial protein quality control","BP"
"GO:0141166",1,0.380306019040608,0,3,"chromosomal 5-methylcytosine DNA demethylation pathway","BP"
"GO:0141196",1,0.0158455411976427,0,14,"transposable element silencing by piRNA-mediated DNA methylation","BP"
"GO:0150007",1,0.493288974341458,0,2,"clathrin-dependent synaptic vesicle endocytosis","BP"
"GO:0150011",1,0.152288886228718,0,6,"regulation of neuron projection arborization","BP"
"GO:0150035",1,0.564314929049879,0,2,"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission","BP"
"GO:0150054",1,0.570612602446389,0,2,"regulation of postsynaptic neurotransmitter receptor diffusion trapping","BP"
"GO:0150059",1,0.369837061102981,0,4,"amylin receptor 1 signaling pathway","BP"
"GO:0150060",1,0.354425134450439,0,4,"amylin receptor 2 signaling pathway","BP"
"GO:0150061",1,0.482475081914854,0,3,"amylin receptor 3 signaling pathway","BP"
"GO:0150062",1,0.358000256159329,0,4,"complement-mediated synapse pruning","BP"
"GO:0150064",1,0.460448734072121,0,3,"vertebrate eye-specific patterning","BP"
"GO:0150074",1,0.625877939853558,0,2,"positive regulation of protein-glutamine gamma-glutamyltransferase activity","BP"
"GO:0150102",1,0.376079317177818,0,3,"negative regulation of monocyte activation","BP"
"GO:0150103",1,0.190689845916864,0,6,"reactive gliosis","BP"
"GO:0150111",1,0.347126621083073,0,4,"regulation of transepithelial transport","BP"
"GO:0160020",1,0.554970189432454,0,2,"positive regulation of ferroptosis","BP"
"GO:0160021",1,0.604455541488369,0,2,"maternal-to-zygotic transition of gene expression","BP"
"GO:0160023",1,0.65490138285391,0,2,"sneeze reflex","BP"
"GO:0160025",1,0.598534672066098,0,2,"sensory perception of itch","BP"
"GO:0160069",1,0.560780379740712,0,2,"surfactant secretion","BP"
"GO:0160091",1,0.373509237523919,0,3,"spliceosome-depend formation of circular RNA","BP"
"GO:0160093",1,0.427383822986692,0,3,"chordate pharynx development","BP"
"GO:0160127",1,0.41651242863162,0,3,"protein-RNA covalent cross-linking repair","BP"
"GO:0160144",1,0.489872384372455,0,3,"GDF15-GFRAL signaling pathway","BP"
"GO:0160177",1,0.570827563075781,0,2,"positive regulation of autophagosome-lysosome fusion","BP"
"GO:0160195",1,0.532979162419386,0,2,"negative regulation of phospholipase C/protein kinase C signal transduction","BP"
"GO:0160217",1,0.462717492067773,0,3,"negative regulation of transcription initiation-coupled chromatin remodeling","BP"
"GO:0170036",1,0.581858866648426,0,2,"import into the mitochondrion","BP"
"GO:0180026",1,0.565575810801803,0,2,"mitochondrial small ribosomal subunit assembly","BP"
"GO:0180047",1,0.634775491174051,0,2,"dolichol phosphate mannose biosynthetic process","BP"
"GO:1900038",1,0.298707497905273,0,4,"negative regulation of cellular response to hypoxia","BP"
"GO:1900039",1,0.538665634732523,0,2,"positive regulation of cellular response to hypoxia","BP"
"GO:1900063",1,0.406925952753794,0,3,"regulation of peroxisome organization","BP"
"GO:1900075",1,0.556412505238476,0,2,"positive regulation of neuromuscular synaptic transmission","BP"
"GO:1900086",1,0.526207083294758,0,2,"positive regulation of peptidyl-tyrosine autophosphorylation","BP"
"GO:1900103",1,0.551073599853112,0,2,"positive regulation of endoplasmic reticulum unfolded protein response","BP"
"GO:1900116",1,0.592392657536035,0,2,"extracellular negative regulation of signal transduction","BP"
"GO:1900138",1,0.537469004609223,0,2,"negative regulation of phospholipase A2 activity","BP"
"GO:1900155",1,0.571944417738283,0,2,"negative regulation of bone trabecula formation","BP"
"GO:1900186",1,0.335439932039221,0,4,"negative regulation of clathrin-dependent endocytosis","BP"
"GO:1900212",1,0.395156511645815,0,3,"negative regulation of mesenchymal cell apoptotic process involved in metanephros development","BP"
"GO:1900215",1,0.534980493161407,0,2,"negative regulation of apoptotic process involved in metanephric collecting duct development","BP"
"GO:1900218",1,0.534980493161407,0,2,"negative regulation of apoptotic process involved in metanephric nephron tubule development","BP"
"GO:1900225",1,0.579244771119874,0,2,"regulation of NLRP3 inflammasome complex assembly","BP"
"GO:1900229",1,0.577570442090008,0,2,"negative regulation of single-species biofilm formation in or on host organism","BP"
"GO:1900235",1,0.533281614913522,0,2,"negative regulation of Kit signaling pathway","BP"
"GO:1900424",1,0.515204376637938,0,2,"regulation of defense response to bacterium","BP"
"GO:1900449",1,0.448898958823047,0,3,"regulation of glutamate receptor signaling pathway","BP"
"GO:1900453",1,0.327382637217695,0,3,"negative regulation of long-term synaptic depression","BP"
"GO:1900625",1,0.407989625540564,0,3,"positive regulation of monocyte aggregation","BP"
"GO:1900737",1,0.559073891604818,0,2,"negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway","BP"
"GO:1900738",1,0.633759995794811,0,2,"positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway","BP"
"GO:1900825",1,0.430344749361058,0,3,"regulation of membrane depolarization during cardiac muscle cell action potential","BP"
"GO:1901017",1,0.167669186810545,0,6,"negative regulation of potassium ion transmembrane transporter activity","BP"
"GO:1901020",1,0.425369604195551,0,4,"negative regulation of calcium ion transmembrane transporter activity","BP"
"GO:1901028",1,0.603915795321799,0,2,"regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","BP"
"GO:1901031",1,0.421848124676314,0,3,"regulation of response to reactive oxygen species","BP"
"GO:1901077",1,0.628218214017097,0,2,"regulation of relaxation of muscle","BP"
"GO:1901078",1,0.479009014217307,0,3,"negative regulation of relaxation of muscle","BP"
"GO:1901164",1,0.218534803168671,0,6,"negative regulation of trophoblast cell migration","BP"
"GO:1901185",1,0.416172761712401,0,3,"negative regulation of ERBB signaling pathway","BP"
"GO:1901201",1,0.314712720955975,0,4,"regulation of extracellular matrix assembly","BP"
"GO:1901253",1,0.611147046607887,0,2,"negative regulation of intracellular transport of viral material","BP"
"GO:1901317",1,0.431630057974636,0,3,"regulation of flagellated sperm motility","BP"
"GO:1901318",1,0.564109150126051,0,2,"negative regulation of flagellated sperm motility","BP"
"GO:1901355",1,0.408262629595914,0,3,"response to rapamycin","BP"
"GO:1901373",1,0.550243116360946,0,2,"lipid hydroperoxide transport","BP"
"GO:1901383",1,0.575729093588685,0,2,"negative regulation of chorionic trophoblast cell proliferation","BP"
"GO:1901533",1,0.336956153826753,0,4,"negative regulation of hematopoietic progenitor cell differentiation","BP"
"GO:1901534",1,0.4226027113109,0,3,"positive regulation of hematopoietic progenitor cell differentiation","BP"
"GO:1901557",1,0.560623680762794,0,2,"response to fenofibrate","BP"
"GO:1901558",1,0.661801108366608,0,2,"response to metformin","BP"
"GO:1901661",1,0.572087461808984,0,2,"quinone metabolic process","BP"
"GO:1901739",1,0.613292982996316,0,2,"regulation of myoblast fusion","BP"
"GO:1901749",1,0.567480782518935,0,2,"leukotriene D4 catabolic process","BP"
"GO:1901750",1,0.136983916074741,0,7,"leukotriene D4 biosynthetic process","BP"
"GO:1901841",1,0.457829153176367,0,3,"regulation of high voltage-gated calcium channel activity","BP"
"GO:1901846",1,0.543968490956373,0,2,"positive regulation of cell communication by electrical coupling involved in cardiac conduction","BP"
"GO:1901858",1,0.565953770841846,0,2,"regulation of mitochondrial DNA metabolic process","BP"
"GO:1901877",1,0.678323830604653,0,2,"negative regulation of calcium ion binding","BP"
"GO:1901888",1,0.125454842490202,0,7,"regulation of cell junction assembly","BP"
"GO:1901894",1,0.567517171669443,0,3,"regulation of ATPase-coupled calcium transmembrane transporter activity","BP"
"GO:1901895",1,0.508711932084693,0,3,"negative regulation of ATPase-coupled calcium transmembrane transporter activity","BP"
"GO:1901897",1,0.585422784958763,0,2,"regulation of relaxation of cardiac muscle","BP"
"GO:1901899",1,0.606958948909457,0,2,"positive regulation of relaxation of cardiac muscle","BP"
"GO:1901907",1,0.348477514128092,0,4,"diadenosine pentaphosphate catabolic process","BP"
"GO:1901909",1,0.348477514128092,0,4,"diadenosine hexaphosphate catabolic process","BP"
"GO:1901911",1,0.348477514128092,0,4,"adenosine 5'-(hexahydrogen pentaphosphate) catabolic process","BP"
"GO:1901953",1,0.377512476904439,0,3,"positive regulation of anterograde dense core granule transport","BP"
"GO:1901984",1,0.304913256236691,0,4,"negative regulation of protein acetylation","BP"
"GO:1901991",1,0.355317533989499,0,4,"negative regulation of mitotic cell cycle phase transition","BP"
"GO:1902010",1,0.561851654862597,0,2,"negative regulation of translation in response to endoplasmic reticulum stress","BP"
"GO:1902031",1,0.558574504471183,0,2,"regulation of NADP metabolic process","BP"
"GO:1902034",1,0.460151600345676,0,3,"negative regulation of hematopoietic stem cell proliferation","BP"
